date,SPXT,SPXT_7D_RTN,SPXT_1M_RTN,SPXT_3M_RTN,SPXT_7D_POS,SPXT_1M_POS,SPXT_3M_POS,SPX,SPX_7D_RTN,SPX_1M_RTN,SPX_3M_RTN,SPX_7D_POS,SPX_1M_POS,SPX_3M_POS,2_10_curve,SPX_IV,TY_1M_25DC,DIX,GEX,3M_LIBOR,3M_OIS,LOIS,SELL2_BUY10,INFL_SWP_1Y,INFL_SWP_2Y,INFL_SWP_5Y,INFL_SWP_10Y,ELECTION_YEAR,CDX_IG,CDX_HY,CDX_EM,FARWSHO,USD_3M_FRA_OIS_1,USD_3M_FRA_OIS_2,USD_3M_FRA_OIS_3,EUR_3M_FRA_OIS_1,GBP_3M_FRA_OIS_1,GFC_TSY_RP,GFC_MBS_RP
6/1/2011,2227.96,-0.02235677481,0.02078134257,-0.07884342627,0,1,0,1314.55,-0.02252481838,0.01910920087,-0.08377771861,0,1,0,250.669,15.19,5.97,0.40014713,24119666,0.25288,0.11,0.143,250.669,2.035,2.07,2.3173,2.6431,0,#N/A,#N/A,#N/A,2560000000000,14.869,17.38,20.45,24.125,28.435,0.118,0.156
6/2/2011,2225.36,-0.0251015566,0.02063935723,-0.1010443254,0,1,0,1312.94,-0.02542385791,0.01899553673,-0.105846421,0,1,0,257.2,15.29,6.04,0.40677393,-172403089,0.252,0.109,0.143,257.2,1.99,2.07,2.3539,2.8764,0,#N/A,#N/A,#N/A,#N/A,15.02,18.1,20.45,23.875,28.875,0.111,0.137
6/3/2011,2203.81,-0.008299263548,0.03203996715,-0.09898312468,0,1,0,1300.16,-0.008583558947,0.03005014767,-0.1037718435,0,1,0,256.007,15.55,5.61,0.40458124,-285916518,0.252,0.1095,0.142,256.007,1.9566,2.046,2.3549,2.8668,0,#N/A,#N/A,#N/A,#N/A,14.895,18.038,19.8,22.95,28.533,0.1,0.13
6/6/2011,2180.14,-0.01153136955,0.0542029411,-0.06288128285,0,1,0,1286.17,-0.01181025836,0.05213152227,-0.0680703173,0,1,0,257.318,16.15,5.81,0.41445069,-110999211,0.25175,0.1105,0.141,257.318,1.92,2.0319,2.3542,2.8773,0,#N/A,#N/A,#N/A,#N/A,14.411,17.674,20.13,21.15,28.332,0.08,0.12
6/7/2011,2178.15,-0.009641209283,0.0478249891,-0.07195555862,0,1,0,1284.94,-0.01020281103,0.04580758635,-0.07707752891,0,1,0,258.911,15.6,5.7,0.43612553,-459227978,0.25175,0.112,0.14,258.911,1.89,2.01,2.371,2.9,0,#N/A,#N/A,#N/A,#N/A,13.893,17.538,19.55,20.125,28.365,0.067,0.094
6/8/2011,2169.5,0.006904816778,0.03298916801,-0.09312283936,1,1,0,1279.56,0.006494419957,0.03120603958,-0.09794773203,1,1,0,255.679,16.21,5.87,0.40885086,-449818392,0.25025,0.112,0.138,255.679,1.9,2.0207,2.345,2.8567,0,#N/A,#N/A,#N/A,2590000000000,14.1965,17.539,20.5,20.625,28.358,0.05,0.08
6/9/2011,2185.52,-0.01787675244,0.02087832644,-0.09344229291,0,1,0,1289,-0.01829325058,0.01911559348,-0.09831652444,0,1,0,257.919,15.2,5.86,0.42697032,97844618,0.2495,0.1125,0.137,257.919,1.8911,2.0176,2.345,2.86,0,#N/A,#N/A,#N/A,#N/A,13.93,16.819,20.65,20.875,28.504,0.054,0.087
6/10/2011,2155,-0.002051044084,0.03864965197,-0.07188863109,0,1,0,1270.98,-0.002627893437,0.03677477222,-0.07719240271,0,1,0,257.011,15.92,5.72,0.43025975,-618829105,0.2485,0.1115,0.137,257.011,1.86,1.99,2.3182,2.85,0,#N/A,#N/A,#N/A,#N/A,13.332,16.639,21.3,20.35,28.969,0.059,0.089
6/13/2011,2157.15,-0.000004635746239,0.03066082563,-0.06031569432,0,1,0,1271.83,-0.0002594686397,0.02912338913,-0.06537823451,0,1,0,259.075,16.7,5.86,0.38797496,-643026780,0.247,0.1155,0.132,259.075,1.83,1.9516,2.315,2.86,0,#N/A,#N/A,#N/A,#N/A,17.049,21.134,21.8,23.125,29.125,0.072,0.111
6/14/2011,2184.48,-0.007177909617,0.02342433897,-0.05595381967,0,1,0,1287.87,-0.007384285681,0.02195097331,-0.06115524082,0,1,0,265.624,15.41,6.35,0.40896769,-444255511,0.24525,0.1135,0.132,265.624,1.82,2,2.375,2.91,0,#N/A,#N/A,#N/A,#N/A,17.3,21.3,21.875,22.125,28.634,0.073,0.114
6/15/2011,2146.45,0.024086282,0.03312446132,-0.03372545366,1,1,0,1265.42,0.02378656889,0.03162586335,-0.03904632454,1,1,0,259.245,18.05,6.89,0.37137759,130641736,0.245,0.1165,0.128,259.245,1.8311,1.9743,2.346,2.88,0,#N/A,#N/A,#N/A,2600000000000,22.326,26.144,26.1,26.875,35.375,0.117,0.182
6/16/2011,2150.58,0.01555394359,0.0479545053,-0.04502971291,1,1,0,1267.64,0.01538291629,0.04661418068,-0.05013252974,1,1,0,254.684,19.19,7.44,0.42348617,594237201,0.2465,0.121,0.125,254.684,1.75,1.92,2.3089,2.8343,0,#N/A,#N/A,#N/A,#N/A,27.5,29.1,29.63,29.625,36.375,0.111,0.163
6/17/2011,2157.14,0.009600674968,0.0442159526,-0.04948682051,1,1,0,1271.5,0.009437672041,0.04273692489,-0.05458906803,1,1,0,256.844,18.86,7.23,0.44720989,421966023,0.2465,0.1225,0.124,256.844,1.6973,1.8855,2.2803,2.85,0,#N/A,#N/A,#N/A,#N/A,23.886,26.875,27.5,27.375,33.125,0.088,0.156
6/20/2011,2168.8,-0.007603282921,0.05276189598,-0.08234968646,0,1,0,1278.36,-0.007752119904,0.05119058794,-0.0872993523,0,1,0,258.622,17.82,7.16,0.44616742,673524373,0.2465,0.1185,0.128,258.622,1.6,1.83,2.265,2.8472,0,#N/A,#N/A,#N/A,#N/A,24.056,27.875,27.35,27.75,32.875,0.069,0.096
6/21/2011,2198.15,-0.01185997316,0.03966517299,-0.123462912,0,1,0,1295.52,-0.0119025565,0.03820859578,-0.1281030011,0,1,0,261.588,16.38,7.08,0.44747757,197912878,0.2455,0.121,0.124,261.588,1.6063,1.8334,2.2837,2.87,0,#N/A,#N/A,#N/A,#N/A,20.7,25,26.2,26.375,33.625,0.061,0.119
6/22/2011,2184.03,0.007623521655,0.04049394926,-0.112315307,1,1,0,1287.14,0.007404011996,0.03907111891,-0.1170890501,1,1,0,261.107,16.38,6.57,0.42296873,533994909,0.2455,0.1175,0.128,261.107,1.62,1.825,2.2674,2.865,0,#N/A,#N/A,#N/A,2630000000000,20.439,24.63,25.5,26.875,32.625,0.023,0.072
6/23/2011,2177.85,0.01898661524,0.03916706844,-0.0890235783,1,1,0,1283.5,0.01862874951,0.03774055317,-0.09392286716,1,1,0,256.87,17.42,6.96,0.43460915,1000303670,0.2465,0.1135,0.133,256.87,1.5097,1.741,2.21,2.9322,0,#N/A,#N/A,#N/A,#N/A,24.334,27.969,29.75,29.875,34.625,0.009,0.05
6/24/2011,2152.31,0.04151353662,0.03019081824,-0.06835446567,1,1,0,1268.45,0.04114470417,0.02872797509,-0.07337301431,1,1,0,253.35,18.23,7.07,0.41914064,1263240917,0.24625,0.1125,0.134,253.35,1.4583,1.7,2.216,2.95,0,#N/A,#N/A,#N/A,#N/A,29.33,34,33.88,29.125,35.375,0.012,0.065
6/27/2011,2172.08,0.04704246621,0.01760984862,-0.09570549888,1,1,0,1280.1,0.04653542692,0.0160690571,-0.1008046246,1,1,0,253.547,17.28,7.08,0.41193311,1731119950,0.24575,0.1135,0.132,253.547,1.4573,1.7075,2.238,2.9833,0,#N/A,#N/A,#N/A,#N/A,26.72,31.75,31.75,28.625,36.125,0.015,0.071
6/28/2011,2200.68,0.0320855372,-0.00209026301,-0.1001735827,1,0,0,1296.67,0.0317814093,-0.00338559541,-0.1050922748,1,0,0,255.65,16.61,7.61,0.41443707,2019895207,0.24575,0.12,0.126,255.65,1.5,1.8,2.2839,2.9908,0,#N/A,#N/A,#N/A,#N/A,24.111,28.556,29,25.375,34.5,0.007,0.143
6/29/2011,2219.2,0.02488284066,-0.01450973324,-0.1299612473,1,0,0,1307.41,0.02433819536,-0.01565690946,-0.1346096481,1,0,0,264.931,14.96,7.06,0.41829749,2204693723,0.24575,0.1195,0.126,264.931,1.56,1.855,2.385,3.0343,0,#N/A,#N/A,#N/A,2640000000000,20.609,24.882,26,25.375,31.375,-0.005,0.11
6/30/2011,2241.66,0.02527145062,-0.04932059277,-0.1631424926,1,0,0,1320.64,0.02466985704,-0.05042252241,-0.1676535619,1,0,0,270.131,14.31,6.9,0.42951298,2236776777,0.24575,0.12,0.126,270.131,1.56,1.8582,2.4,3.0489,0,#N/A,#N/A,#N/A,#N/A,17.219,21.85,22.75,24.125,31.625,0.003,0.172
7/1/2011,2274.26,0.00354400992,-0.05790894621,-0.1564772717,1,0,0,1339.67,0.003082848761,-0.0592160756,-0.16102473,1,0,0,270.836,13.66,6.81,0.41619836,2729301387,0.24575,0.1205,0.125,270.836,1.5052,1.8375,2.4263,3.03,0,#N/A,#N/A,#N/A,#N/A,18.625,22.9,23.13,23.95,30.625,0.033,0.11
7/5/2011,2271.29,-0.01330521422,-0.1017439429,-0.1398412356,0,0,0,1337.88,-0.01374562741,-0.1030062487,-0.1448934135,0,0,0,269.348,13.97,6.96,0.4396265,2490173790,0.24575,0.1175,0.128,269.348,1.5333,1.8529,2.42,3,0,#N/A,#N/A,#N/A,#N/A,20.938,24.382,24.1,25.875,31.875,-0.003,0.088
7/6/2011,2274.42,-0.01902463046,-0.1034901206,-0.1252231338,0,0,0,1339.23,-0.01910799489,-0.1044256774,-0.1301195463,0,0,0,268.441,14.33,7.09,0.42768144,1737340523,0.24575,0.1115,0.134,268.441,1.52,1.86,2.4224,2.993,0,#N/A,#N/A,#N/A,2640000000000,21.943,26.644,27.15,27.375,32.375,0.009,0.049
7/7/2011,2298.31,-0.0261148409,-0.1717957978,-0.1413603909,0,0,0,1353.22,-0.02623372401,-0.1727435302,-0.1461403172,0,0,0,266.829,13.82,7.06,0.4283882,1533836324,0.24605,0.1115,0.135,266.829,1.6178,1.9335,2.495,3.0305,0,#N/A,#N/A,#N/A,#N/A,19.938,24.75,25.625,27.125,32.125,0.019,0.049
7/8/2011,2282.32,-0.02586403309,-0.1264327526,-0.1058396719,0,0,0,1343.8,-0.02599345141,-0.1274520018,-0.1108126209,0,0,0,263.48,14.29,6.35,0.42802034,1957650369,0.24605,0.1075,0.139,263.48,1.6448,1.9294,2.414,3,0,#N/A,#N/A,#N/A,#N/A,22.218,26.961,27.1,28.875,33.125,0.009,0.038
7/11/2011,2241.07,-0.002418487597,-0.1492769079,-0.08887272597,0,0,0,1319.49,-0.002538859711,-0.150611221,-0.09393780931,0,0,0,256.273,16.24,7.21,0.43380292,1650214263,0.24605,0.1055,0.141,256.273,1.6,1.95,2.3953,2.9824,0,#N/A,#N/A,#N/A,#N/A,27.719,33.88,34.38,32.125,36.375,0.01,0.041
7/12/2011,2231.15,-0.006095511283,-0.1057795307,-0.07571431773,0,0,0,1313.64,-0.006242197253,-0.107335343,-0.08098870315,0,0,0,252.492,16.64,7.27,0.42637835,4176336442,0.249,0.1085,0.14,252.492,1.623,1.94,2.3855,2.9961,0,#N/A,#N/A,#N/A,#N/A,28.1,34.285,33.75,31.5,38.375,0.008,0.026
7/13/2011,2238.29,0.006889187728,-0.1039275518,-0.08132547614,1,0,0,1317.72,0.00683756792,-0.1054169323,-0.08655860122,1,0,0,253.033,17.06,7.39,0.41624755,887183380,0.24925,0.0995,0.15,253.033,1.6478,1.97,2.375,3.0091,0,#N/A,#N/A,#N/A,2650000000000,26.502,33.471,33.38,31,35.875,0.003,0.029
7/14/2011,2223.29,0.01314718278,-0.07816344247,-0.05905662329,1,0,0,1308.87,0.01296538235,-0.07974817973,-0.06439906179,1,0,0,258.529,17.72,7.38,0.41034517,1304589933,0.24975,0.0945,0.155,258.529,1.6,1.95,2.355,3.0127,0,#N/A,#N/A,#N/A,#N/A,26.725,32.38,32.63,31.125,35.625,-0.002,0.044
7/15/2011,2235.65,0.02128240109,-0.09202245432,-0.08235188871,1,0,0,1316.14,0.02101600134,-0.09374382664,-0.08758946617,1,0,0,255.184,16.82,7.53,0.43968474,1549113896,0.24975,0.0945,0.155,255.184,1.68,1.9781,2.37,3.0308,0,#N/A,#N/A,#N/A,#N/A,29.3,35.98,36.5,32.125,36.125,0.025,0.058
7/18/2011,2217.55,0.03056977295,-0.08348853464,-0.05597168046,1,0,0,1305.44,0.03031927932,-0.08545011644,-0.06132798137,1,0,0,256.361,17.76,7.7,0.42232637,1763114024,0.25125,0.0925,0.159,256.361,1.6531,1.9583,2.37,3.0672,0,#N/A,#N/A,#N/A,#N/A,30.25,37.35,37.65,34.375,36.375,0.014,0.048
7/19/2011,2253.71,0.00832405234,-0.1383452174,-0.08272137941,1,0,0,1326.73,0.008064941623,-0.140254611,-0.08807368492,1,0,0,250.818,15.93,7.45,0.44517332,1635847484,0.252,0.1045,0.147,250.818,1.6863,1.99,2.3883,3.0434,0,#N/A,#N/A,#N/A,#N/A,26.945,35.63,35.7,33.625,34.875,0.007,0.047
7/20/2011,2252.52,0.004719158986,-0.1508310692,-0.07803260348,1,0,0,1325.84,0.004600856815,-0.1525900561,-0.08330567791,1,0,0,254.739,16.06,7.26,0.44448873,1594831932,0.253,0.1035,0.149,254.739,1.68,1.9785,2.3721,3.0299,0,#N/A,#N/A,#N/A,2650000000000,24.509,28.35,32.63,32.15,33.625,0.02,0.051
7/21/2011,2283.23,-0.0288801391,-0.1620336103,-0.07330404734,0,0,0,1343.8,-0.02895520167,-0.1636999554,-0.07854591457,0,0,0,261.326,15.03,7.39,0.42152993,1541061095,0.253,0.1065,0.147,261.326,1.69,1.975,2.405,3.055,0,#N/A,#N/A,#N/A,#N/A,22.339,28,28.6,30.375,33.875,0.027,0.075
7/22/2011,2285.34,-0.03282224964,-0.1340938329,-0.06222706468,0,0,0,1345.02,-0.03297348738,-0.1358121069,-0.06752315951,0,0,0,257.38,14.82,6.96,0.4180122,839162002,0.253,0.1025,0.15,257.38,1.69,1.98,2.3946,3.0378,0,#N/A,#N/A,#N/A,#N/A,21.25,26.908,27.75,28.875,33.125,0.018,0.062
7/25/2011,2272.47,-0.03361540526,-0.1176429172,-0.07582058289,0,0,0,1337.43,-0.03375877616,-0.1195053199,-0.08103601684,0,0,0,259.197,16.69,7.51,0.40852,727984033,0.2521,0.1015,0.151,259.197,1.68,2.0042,2.43,3.0832,0,#N/A,#N/A,#N/A,#N/A,21.668,25.982,29.375,29.625,32.875,0.022,0.066
7/26/2011,2263.15,-0.03364779179,-0.1277820737,-0.06222742637,0,0,0,1331.94,-0.03378530564,-0.1296379717,-0.06752556421,0,0,0,256.452,17,7.18,0.40360837,634859901,0.2526,0.108,0.145,256.452,1.63,1.972,2.386,3.055,0,#N/A,#N/A,#N/A,#N/A,20.945,28.8,29.75,30.65,32.125,0.049,0.102
7/27/2011,2217.29,-0.03887177591,-0.09614439248,-0.009953591997,0,0,0,1304.89,-0.03896113849,-0.09816153086,-0.01555686686,0,0,0,253.742,19.02,7.23,0.44030993,645133919,0.25285,0.118,0.135,253.742,1.6417,1.9683,2.4215,3.084,0,#N/A,#N/A,#N/A,2640000000000,23.834,31.63,31.63,32.625,32.625,0.09,0.164
7/28/2011,2210.33,-0.03066058009,-0.06753742654,-0.00642438007,0,0,0,1300.67,-0.03100709634,-0.06964103116,-0.01197844188,0,0,0,252.613,19.56,6.78,0.44131616,54369376,0.25395,0.1215,0.132,252.613,1.63,1.975,2.4324,3.0661,0,#N/A,#N/A,#N/A,#N/A,22.544,30.683,32,32.6,33.375,0.132,0.18
7/29/2011,2196.08,-0.07098102073,-0.05906433281,-0.02471221449,0,0,0,1292.28,-0.07135450522,-0.06141083976,-0.0301637416,0,0,0,243.967,20.36,7.03,0.43116896,224930307,0.2555,0.1265,0.129,243.967,1.5139,1.91,2.41,3.0499,0,#N/A,#N/A,#N/A,#N/A,22.85,32.521,32.5,32.875,33.625,0.208,0.317
8/1/2011,2187,-0.06765432099,-0.05039780521,-0.04802469136,0,0,0,1286.94,-0.06803735994,-0.05287736802,-0.05335136059,0,0,0,237.553,19.55,6.9,0.42970231,-660360326,0.25722,0.1315,0.126,237.553,1.45,1.92,2.4021,3.0479,0,#N/A,#N/A,#N/A,#N/A,22.75,31.782,32.625,33.875,33.375,0.277,0.394
8/2/2011,2131.1,-0.1068133828,-0.03697620947,-0.007226315049,0,0,0,1254.05,-0.1073242694,-0.03957577449,-0.01287827439,0,0,0,229.438,20.67,7.12,0.42131872,-463212353,0.26444,0.1135,0.151,229.438,1.41,1.8475,2.3421,3.0001,0,#N/A,#N/A,#N/A,#N/A,28.832,37.125,36.88,39.375,34.625,0.228,0.306
8/3/2011,2142.56,-0.06944963035,-0.0663038608,0.006212194758,0,0,1,1260.34,-0.0696716759,-0.06852912706,0.0006506180872,0,0,1,228.549,20.36,7.42,0.4227911,-802754541,0.26828,0.1065,0.162,228.549,1.25,1.69,2.24,2.9197,0,#N/A,#N/A,#N/A,2650000000000,26,34.88,35.38,37.3,35.125,0.096,0.141
8/4/2011,2040.2,-0.06551808646,-0.02672777179,0.05006371924,0,0,1,1200.07,-0.06608781154,-0.02902330697,0.04429741598,0,0,1,214.699,25.42,7.24,0.41958708,-374593398,0.26939,0.0775,0.192,214.699,0.88,1.46,2.175,2.9261,0,#N/A,#N/A,#N/A,#N/A,25.25,33.37,34.13,40.625,32.625,0.065,0.092
8/5/2011,2039.04,-0.02152973949,0.001966611739,0.05736032643,0,1,1,1199.38,-0.02229485234,-0.0006336607247,0.05147659624,0,0,1,227.001,28.8,7.63,0.46485705,-759558785,0.27161,0.088,0.184,227.001,0.8336,1.3822,2.1995,2.9786,0,#N/A,#N/A,#N/A,#N/A,25.7,31.87,32.63,42.875,38.375,0.043,0.05
8/8/2011,1903.47,0.0536914162,0.06196577829,0.146647964,1,1,1,1119.46,0.05301663302,0.05935004377,0.1397638147,1,1,1,205.682,35.44,9.34,0.4278541,-264886917,0.27478,0.0865,0.188,205.682,0.75,1.33,2.1427,2.9287,0,#N/A,#N/A,#N/A,#N/A,31.221,39.207,38.5,41.5,40.75,0.066,0.128
8/9/2011,1993.76,0.0279622422,-0.01318614076,0.05465050959,1,0,1,1172.53,0.02725729832,-0.01560727657,0.04824610031,1,0,1,205.524,33.18,9.26,0.45699038,-309018594,0.27839,0.085,0.193,205.524,0.7428,1.35,2.175,2.9631,0,#N/A,#N/A,#N/A,#N/A,28.5,34.75,33.5,47.25,41.25,0.033,0.074
8/10/2011,1906.53,0.06471967396,0.03921784603,0.1125657608,1,1,1,1120.76,0.06424212142,0.0370373675,0.1061154931,1,1,1,192.471,34.78,8.74,0.46463638,-23047119,0.28061,0.0865,0.194,192.471,0.76,1.41,2.2859,3.0254,0,#N/A,#N/A,#N/A,2650000000000,31.389,40.303,36.1,51.5,40.5,0.038,0.061
8/11/2011,1995.14,0.01868039336,0.002476016721,0.08387381337,1,1,1,1172.64,0.01812150362,0.0001961386274,0.07779028517,1,1,1,215.441,32.02,9.52,0.46907933,-225224023,0.28617,0.0925,0.194,215.441,0.75,1.37,2.24,3.0138,0,#N/A,#N/A,#N/A,#N/A,32.893,42.6,37.2,56.5,41.75,0.071,0.12
8/12/2011,2005.67,-0.03178488984,0.01065479366,0.06801717132,0,1,1,1178.81,-0.03237162902,0.008372850587,0.06190140905,0,1,1,206.654,31.51,8.42,0.48225415,-251705740,0.29006,0.1005,0.19,206.654,0.8,1.3198,2.2096,3.0111,0,#N/A,#N/A,#N/A,#N/A,33.893,43.63,38.85,60.1,41.25,0.113,0.169
8/15/2011,2049.51,-0.06671838635,0.006216119951,0.05039741206,0,1,1,1204.49,-0.06721516991,0.003835648283,0.04426769836,0,1,1,211.284,27.05,7.78,0.46280764,-836496736,0.29172,0.097,0.195,211.284,0.8,1.31,2.16,2.9946,0,#N/A,#N/A,#N/A,#N/A,30.142,39.783,36.5,62.5,40.25,0.103,0.183
8/16/2011,2029.92,-0.05746531883,0.0217446993,0.04321352566,0,1,1,1192.76,-0.05779871894,0.01949260539,0.03701499044,0,1,1,203.584,27.37,7.51,0.45859283,-1187000000,0.29283,0.0955,0.197,203.584,0.7512,1.3224,2.107,2.9203,0,#N/A,#N/A,#N/A,#N/A,26.976,37.075,34.63,57,39.25,0.048,0.086
8/17/2011,2032.41,-0.02633326937,0.01049492966,0.02444880708,0,1,1,1193.89,-0.02641784419,0.008543500658,0.01862818183,0,1,1,197.368,26.33,6.99,0.44856723,-361898319,0.29589,0.0955,0.2,197.368,0.7805,1.247,2.0579,2.8935,0,#N/A,#N/A,#N/A,2650000000000,27.612,38.389,36.5,55.75,39.5,0.04,0.082
8/18/2011,1941.92,0.03255025954,0.05585708989,0.07183612095,1,1,1,1140.65,0.03239381055,0.0538640249,0.06575198352,1,1,1,187.113,36,7.45,0.46155908,54580971,0.29778,0.0845,0.213,187.113,0.712,1.14,1.9823,2.7179,0,#N/A,#N/A,#N/A,#N/A,30.468,43.115,40.45,58,41.25,0.059,0.081
8/19/2011,1912.77,0.03199025497,0.04048055961,0.06793289313,1,1,1,1123.53,0.03181045455,0.03847694321,0.06181410376,1,1,1,187.228,33.32,7.49,0.4796984,205415736,0.303,0.089,0.214,187.228,0.8,1.22,2.0207,2.758,0,#N/A,#N/A,#N/A,#N/A,31.78,47.115,42.6,61,43.25,0.055,0.103
8/22/2011,1913.27,0.04747892352,0.007050756035,0.06331568467,1,1,1,1123.82,0.04714278087,0.005107579506,0.05714438255,1,1,1,190.346,32.71,7.97,0.48876906,2799984,0.30844,0.087,0.221,190.346,0.8347,1.2406,2.0448,2.7718,0,#N/A,#N/A,#N/A,#N/A,32,50.6,47.35,63.95,46.25,0.039,0.065
8/23/2011,1978.89,0.04151822486,-0.02029420534,0.005381804951,1,0,1,1162.35,0.04107196628,-0.02229965157,-0.0004817825956,1,0,0,193.471,29.45,8.18,0.47969901,137694130,0.31178,0.0875,0.224,193.471,0.88,1.23,1.9904,2.7595,0,#N/A,#N/A,#N/A,#N/A,32.115,52.737,49.88,64,45.5,0.018,0.038
8/24/2011,2005.13,0.03054166064,-0.01055293173,-0.01028860972,1,0,0,1177.6,0.02999320652,-0.01244055707,-0.01607506793,1,0,0,207.15,28.45,8.29,0.48106422,561222253,0.31428,0.087,0.227,207.15,0.85,1.1609,1.955,2.7879,0,#N/A,#N/A,#N/A,2650000000000,29.143,46.065,43.9,65,43.5,0.02,0.035
8/25/2011,1973.96,0.05208818821,0.01582098928,0.03487406026,1,1,1,1159.27,0.05142891647,0.01389667636,0.02870772124,1,1,1,202.071,30.8,8.71,0.47834293,635378251,0.319,0.0835,0.235,202.071,0.9183,1.2243,1.971,2.794,0,#N/A,#N/A,#N/A,#N/A,29,46,44.13,63.5,40.75,0.046,0.063
8/26/2011,2004.11,0.02404558632,-0.01991407657,0.02192993399,1,0,1,1176.8,0.02347042828,-0.02187287559,0.01562712441,1,0,1,200.158,29.6,7.71,0.46057092,605715448,0.32278,0.0785,0.244,200.158,0.9,1.2272,1.957,2.7708,0,#N/A,#N/A,#N/A,#N/A,30.033,45,43.5,64.5,41.75,0.048,0.085
8/29/2011,2061.05,-0.02937822954,-0.03921302249,0.03688896436,0,0,1,1210.09,-0.02984901949,-0.04106306143,0.03046880811,0,0,1,205.216,26.3,7.61,0.48754067,320553022,,0.0815,0.241,205.216,0.957,1.2442,1.9797,2.7929,0,#N/A,#N/A,#N/A,#N/A,28.55,42.738,41.8,66.25,41.25,0.057,0.084
8/30/2011,2066.37,-0.03905399323,-0.0656126444,0.03227882712,0,0,1,1212.92,-0.03931009465,-0.06719321967,0.02610229859,0,0,1,198.013,26.37,8.19,0.49408993,-15399260,0.32556,0.086,0.24,198.013,1.176,1.2971,1.965,2.7669,0,#N/A,#N/A,#N/A,#N/A,28.613,41.63,41.8,64.25,39.75,0.039,0.056
8/31/2011,2076.78,-0.01624148923,-0.09670258766,0.02689740849,0,0,1,1218.89,-0.01662988457,-0.09817128699,0.02083042768,0,0,1,202.284,27.05,7.54,0.50325507,-974826,0.32722,0.0885,0.239,202.284,1.26,1.3909,1.9863,2.7651,0,#N/A,#N/A,#N/A,2640000000000,28.356,41.975,41.63,63.25,41,0.097,0.13
9/1/2011,2052.3,-0.01504653316,-0.06524874531,0.04988549432,0,0,1,1204.42,-0.01537669584,-0.06681224158,0.04372228957,0,0,1,194.915,26.89,8.18,0.46361806,424298106,0.32944,0.0885,0.241,194.915,1.4014,1.55,1.99,2.7907,0,#N/A,#N/A,#N/A,#N/A,28.6785,43.237,42,63.75,41,0.106,0.127
9/2/2011,2000.5,-0.01651087228,-0.02340914771,0.07828042989,0,0,1,1173.97,-0.01681473973,-0.02550320707,0.07197798922,0,0,1,179.017,28.96,7.3,0.47364239,294110268,0.33056,0.0875,0.243,179.017,1.36,1.5311,1.9763,2.745,0,#N/A,#N/A,#N/A,#N/A,29.7365,47.1,45.88,68.25,42.25,0.095,0.121
9/6/2011,1985.67,-0.002200768506,0.001984216914,0.08883651362,0,1,1,1165.24,-0.002548831142,-0.000231711922,0.08218907693,0,0,1,178.67,30.58,7.47,0.50048843,-164918292,0.33561,0.086,0.25,178.67,1.325,1.455,1.875,2.6382,0,#N/A,#N/A,#N/A,#N/A,29.112,46.498,45.8,74.25,42.75,0.114,0.148
9/7/2011,2043.05,-0.02103228017,-0.03408139791,0.03590709968,0,0,1,1198.62,-0.02148303883,-0.03600807595,0.02980928067,0,0,1,184.154,28.07,7.29,0.46909509,-55401539,0.33683,0.0865,0.25,184.154,1.3989,1.4989,1.8868,2.6787,0,#N/A,#N/A,#N/A,2650000000000,28.5,43.9,44.815,72.75,41,0.083,0.111
9/8/2011,2021.42,0.002780223803,0.009567531735,0.06467235903,1,1,1,1185.9,0.002344211148,0.007580740366,0.05842819799,1,1,1,178.917,29.22,7.01,0.48355435,180810962,0.33683,0.079,0.258,178.917,1.498,1.552,1.922,2.68,0,#N/A,#N/A,#N/A,#N/A,27.75,42.88,43.7,74.25,41,0.078,0.1
9/9/2011,1967.47,0.04817354267,0.03783030999,0.07760219978,1,1,1,1154.23,0.04754684941,0.03579009383,0.07125096385,1,1,1,174.879,34.75,7.2,0.4670587,516499240,0.33794,0.079,0.259,174.879,1.482,1.5476,1.886,2.67,0,132.25,92,108.35,#N/A,29.5,48.75,47.63,82,41.75,0.062,0.087
9/12/2011,1981.3,0.04681774592,0.0408418715,0.06099530611,1,1,1,1162.27,0.04623710498,0.03870012992,0.0546000499,1,1,1,174.161,35.04,7.17,0.44506609,924224780,0.34289,0.0845,0.258,174.161,1.44,1.5211,1.8662,2.6405,0,135.75,91.313,108.275,#N/A,28.75,48.95,48.2,83.35,42,0.065,0.095
9/13/2011,2000.08,0.02682892684,0.02808887644,0.03921343146,1,1,1,1172.87,0.02661846581,0.02625184377,0.03320913656,1,1,1,178.866,32.59,7.19,0.4748036,1627867630,0.34711,0.078,0.269,178.866,1.4106,1.495,1.845,2.6252,0,132.25,92.375,108.6,#N/A,28.5,49.25,47.5,80.8,42.5,0.081,0.143
9/14/2011,2027.04,0.01151925961,0.03204179493,0.02881048228,1,1,1,1188.68,0.01128142141,0.03020156813,0.02277316014,1,1,1,179.759,29.56,6.79,0.47153249,819791724,0.34911,0.073,0.276,179.759,1.3606,1.45,1.8,2.6022,0,129.75,93,108.525,2650000000000,29,49.25,49.4,80.45,43,0.082,0.141
